# Title: July 2021 - June 2022 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
WI-021,Columbia County,Wisconsin,47.1,2.3,113,44.8
WI-023,Crawford County,Wisconsin,46.8,1.1,94,45.7
WI-025,Dane County,Wisconsin,47.8,2.3,114,45.5
WI-027,Dodge County,Wisconsin,46.7,1.7,108,45
WI-029,Door County,Wisconsin,44.2,1.6,104,42.6
WI-031,Douglas County,Wisconsin,40.5,1.3,97,39.1
WI-033,Dunn County,Wisconsin,44,1.2,92,42.8
WI-035,Eau Claire County,Wisconsin,44.3,1.8,102,42.5
WI-037,Florence County,Wisconsin,40.6,1.7,104,38.9
WI-039,Fond du Lac County,Wisconsin,46.4,2.2,113,44.2
WI-041,Forest County,Wisconsin,39.9,1.2,95,38.7
WI-043,Grant County,Wisconsin,47.4,1.1,96,46.3
WI-045,Green County,Wisconsin,48.1,1.9,111,46.2
WI-047,Green Lake County,Wisconsin,46.4,2,111,44.4
WI-049,Iowa County,Wisconsin,47.2,1.9,110,45.4
WI-051,Iron County,Wisconsin,39.1,0.6,83,38.5
WI-053,Jackson County,Wisconsin,44.9,2.1,108,42.8
WI-055,Jefferson County,Wisconsin,47.9,1.8,111,46.1
WI-057,Juneau County,Wisconsin,45.1,1.6,103,43.5
WI-059,Kenosha County,Wisconsin,49.6,2.4,118,47.1
WI-061,Kewaunee County,Wisconsin,45.2,2.5,113,42.8
WI-063,La Crosse County,Wisconsin,45.9,1.3,94,44.6
WI-065,Lafayette County,Wisconsin,47.7,1.8,106,45.9
WI-067,Langlade County,Wisconsin,40.9,1.5,100,39.5
WI-069,Lincoln County,Wisconsin,41.3,1.3,100,39.9
WI-071,Manitowoc County,Wisconsin,46,2.7,115,43.4
WI-073,Marathon County,Wisconsin,43.2,2.1,108,41.1
WI-075,Marinette County,Wisconsin,43,1.6,104,41.3
WI-077,Marquette County,Wisconsin,46.2,1.9,107,44.3
WI-078,Menominee County,Wisconsin,43.2,2,107,41.2
WI-079,Milwaukee County,Wisconsin,49.2,2.8,117,46.4
WI-081,Monroe County,Wisconsin,44.5,1.1,94,43.4
WI-083,Oconto County,Wisconsin,43.7,1.8,105,41.9
WI-085,Oneida County,Wisconsin,39.8,0.7,85,39.1
WI-087,Outagamie County,Wisconsin,45.9,2.6,112,43.3
WI-089,Ozaukee County,Wisconsin,47.3,2.2,114,45.1
WI-091,Pepin County,Wisconsin,44.9,1,89,44
WI-093,Pierce County,Wisconsin,44.2,0.9,87,43.4
WI-095,Polk County,Wisconsin,42.7,1.1,91,41.6
WI-097,Portage County,Wisconsin,44.5,2,108,42.5
WI-099,Price County,Wisconsin,40.2,1,92,39.2
WI-101,Racine County,Wisconsin,49.1,2.3,118,46.7
WI-103,Richland County,Wisconsin,46.5,1.4,102,45.1
WI-105,Rock County,Wisconsin,48.7,2,114,46.7
WI-107,Rusk County,Wisconsin,41.6,0.8,87,40.8
WI-109,St. Croix County,Wisconsin,43.8,1.1,90,42.7
WI-111,Sauk County,Wisconsin,46.3,1.6,104,44.7
WI-113,Sawyer County,Wisconsin,40.4,1.2,93,39.2
WI-115,Shawano County,Wisconsin,44.2,2.3,110,41.9
WI-117,Sheboygan County,Wisconsin,46.7,2.5,115,44.1
WI-119,Taylor County,Wisconsin,41.8,1.4,100,40.4
WI-121,Trempealeau County,Wisconsin,45.2,1.6,102,43.6
WI-123,Vernon County,Wisconsin,45.3,0.8,90,44.4
WI-125,Vilas County,Wisconsin,39,0.7,85,38.3
WI-127,Walworth County,Wisconsin,48.3,1.9,115,46.4
WI-129,Washburn County,Wisconsin,41,1,90,40
WI-131,Washington County,Wisconsin,46.3,1.7,108,44.5
WI-133,Waukesha County,Wisconsin,47.8,2.2,114,45.6
WI-135,Waupaca County,Wisconsin,45.6,2.5,111,43.1
WI-137,Waushara County,Wisconsin,45.7,2.2,112,43.5
WI-139,Winnebago County,Wisconsin,46.5,2.4,112,44.2
WI-141,Wood County,Wisconsin,44.2,1.7,104,42.5
WY-001,Albany County,Wyoming,42.2,2.8,120,39.4
WY-003,Big Horn County,Wyoming,44.2,2.8,118,41.5
WY-005,Campbell County,Wyoming,46.3,2.7,120,43.6
WY-007,Carbon County,Wyoming,42.8,2.5,119,40.3
WY-009,Converse County,Wyoming,45.8,2.1,116,43.6
WY-011,Crook County,Wyoming,45.6,2.5,117,43.1
WY-013,Fremont County,Wyoming,42.2,2.4,119,39.8
WY-015,Goshen County,Wyoming,49.1,3.2,125,45.9
WY-017,Hot Springs County,Wyoming,44.3,2,114,42.3
WY-019,Johnson County,Wyoming,44.8,2.2,117,42.6
WY-021,Laramie County,Wyoming,47.6,3.3,124,44.3
WY-023,Lincoln County,Wyoming,39.4,2.1,117,37.2
WY-025,Natrona County,Wyoming,44.5,1.8,109,42.7
WY-027,Niobrara County,Wyoming,47.7,2.9,120,44.8
WY-029,Park County,Wyoming,39.7,2.2,113,37.5
WY-031,Platte County,Wyoming,48.1,2.8,120,45.3
WY-033,Sheridan County,Wyoming,44.1,2.3,118,41.7
WY-035,Sublette County,Wyoming,36.8,2,118,34.7
WY-037,Sweetwater County,Wyoming,43.1,2.3,120,40.8
WY-039,Teton County,Wyoming,35.8,1.4,111,34.4
WY-041,Uinta County,Wyoming,40.9,1.7,108,39.2
WY-043,Washakie County,Wyoming,45.3,1.9,110,43.5
WY-045,Weston County,Wyoming,46.2,2.5,119,43.7
